date,open,high,low,close,adjc,volume
2005-01-24,9650,9760,9550,9760,7502,19070000
2005-01-25,9600,9700,9580,9670,7433,18165000
2005-01-26,9700,9870,9690,9810,7541,24885000
2005-01-27,9900,9900,9810,9840,7564,19990000
2005-01-28,9830,9830,9600,9780,7518,14220000
2005-01-31,9760,9900,9680,9900,7610,16465000
2005-02-01,9900,9970,9830,9830,7556,21855000
2005-02-02,9830,9880,9730,9810,7541,19750000
2005-02-03,9720,9940,9720,9920,7625,17445000
2005-02-04,9880,9970,9860,9910,7618,12855000
2005-02-07,10120,10240,10060,10200,7840,33935000
2005-02-08,10200,10200,10200,10200,7840,0
2005-02-09,10200,10200,10200,10200,7840,0
2005-02-10,10200,10200,10200,10200,7840,0
2005-02-11,10100,10180,10020,10120,7779,25885000
2005-02-14,10260,10440,10200,10340,7948,28265000
2005-02-15,10400,10420,10220,10380,7979,26745000
2005-02-16,10440,10620,10360,10400,7994,24010000
2005-02-17,10340,10440,10300,10340,7948,17510000
2005-02-18,10360,10540,10280,10540,8102,18355000
2005-02-21,10600,10640,10480,10560,8117,23430000
2005-02-22,10560,10580,10360,10440,8025,17855000
2005-02-23,10280,10320,10180,10220,7856,19745000
2005-02-24,10200,10400,10140,10380,7979,20985000
2005-02-25,10480,10580,10420,10440,8025,20880000
2005-02-28,10600,10620,10420,10540,8102,27705000
2005-03-01,10540,10540,10540,10540,8102,0
2005-03-02,10500,10560,10340,10340,7948,27425000
2005-03-03,10300,10520,10240,10380,7979,30335000
2005-03-04,10340,10340,10160,10200,7840,24410000
2005-03-07,10300,10300,10000,10140,7794,29515000
2005-03-08,10140,10160,10000,10040,7717,26380000
2005-03-09,9980,10000,9830,10000,7687,24890000
2005-03-10,10060,10160,9990,9990,7679,31630000
2005-03-11,10140,10380,10080,10380,7979,32010000
2005-03-14,10260,10320,10160,10200,7840,20845000
2005-03-15,10240,10280,9980,10040,7717,25030000
2005-03-16,9980,10080,9910,10060,7733,18545000
2005-03-17,9860,9970,9840,9920,7625,20875000
2005-03-18,9860,9960,9860,9900,7610,12750000
2005-03-21,9830,9980,9800,9840,7564,16770000
2005-03-22,9860,10020,9790,9920,7625,15795000
2005-03-23,9860,9990,9830,9970,7664,15920000
2005-03-24,10020,10120,9950,10060,7733,20100000
2005-03-25,10100,10120,10000,10100,7764,10875000
2005-03-28,10200,10220,10140,10200,7840,8980000
2005-03-29,10200,10220,10000,10040,7717,16855000
2005-03-30,9880,9990,9880,9960,7656,18145000
2005-03-31,10120,10140,10020,10040,7717,17335000
2005-04-01,10040,10320,10000,10240,7871,22655000
2005-04-04,10240,10340,10200,10340,7948,17215000
2005-04-05,10340,10340,10340,10340,7948,0
2005-04-06,10360,10400,10200,10360,7963,20505000
2005-04-07,10360,10400,10300,10360,7963,17855000
2005-04-08,10480,10500,10400,10440,8025,13945000
2005-04-11,10440,10440,10320,10340,7948,9565000
2005-04-12,10320,10400,10260,10400,7994,10385000
2005-04-13,10360,10400,10320,10360,7963,10675000
2005-04-14,10260,10280,10040,10040,7717,33175000
2005-04-15,10000,10040,9780,9830,7556,43345000
2005-04-18,9470,9630,9440,9520,7318,43245000
2005-04-19,9540,9600,9480,9480,7287,30145000
2005-04-20,9570,9660,9380,9400,7225,32885000
2005-04-21,9240,9400,9150,9320,7164,29320000
2005-04-22,9500,9520,9340,9340,7179,16725000
2005-04-25,9240,9490,9240,9490,7295,16435000
2005-04-26,9490,9490,9420,9420,7241,9375000
2005-04-27,9260,9340,9220,9280,7133,20590000
2005-04-28,9260,9270,9140,9200,7072,19700000
2005-04-29,9040,9130,8990,9040,6949,29275000
2005-05-02,9120,9160,9000,9110,7003,11845000
2005-05-03,9100,9230,9050,9100,6995,13870000
2005-05-04,9100,9340,9100,9290,7141,17315000
2005-05-05,9290,9290,9290,9290,7141,0
2005-05-06,9330,9510,9330,9480,7287,24680000
2005-05-09,9500,9550,9410,9500,7302,20035000
2005-05-10,9560,9590,9510,9540,7333,10675000
2005-05-11,9500,9510,9430,9440,7256,17300000
2005-05-12,9480,9600,9480,9500,7302,20860000
2005-05-13,9500,9700,9440,9630,7402,20545000
2005-05-16,9700,9800,9680,9760,7502,17350000
2005-05-17,9800,9860,9670,9790,7525,18175000
2005-05-18,9890,9900,9780,9790,7525,17095000
2005-05-19,9860,10020,9850,9970,7664,25435000
2005-05-20,9990,10040,9900,9970,7664,11685000
2005-05-23,9920,9970,9890,9960,7656,8045000
2005-05-24,9930,9970,9860,9900,7610,12750000
2005-05-25,9870,9930,9670,9690,7448,21315000
2005-05-26,9630,9700,9590,9640,7410,13895000
2005-05-27,9800,9860,9730,9800,7533,18775000
2005-05-30,9800,9880,9800,9870,7587,11435000
2005-05-31,9850,9880,9730,9780,7518,22275000
2005-06-01,9670,9790,9660,9780,7518,16545000
2005-06-02,9900,9910,9750,9750,7495,18320000
2005-06-03,9760,9830,9710,9760,7502,17675000
2005-06-06,9760,9760,9760,9760,7502,0
2005-06-07,9680,9700,9600,9610,7387,24125000
2005-06-08,9560,9620,9500,9550,7341,26785000
2005-06-09,9510,9600,9430,9600,7379,37520000
2005-06-10,9600,9890,9540,9830,7556,40645000
2005-06-13,9830,9990,9830,9960,7656,22765000
2005-06-14,9960,10020,9880,9930,7633,19495000
2005-06-15,9930,10000,9890,10000,7687,22460000
2005-06-16,10000,10040,9940,9970,7664,18395000
2005-06-17,9980,9990,9830,9870,7587,23945000
2005-06-20,9870,9880,9790,9810,7541,16605000
2005-06-21,9810,9830,9720,9760,7502,20260000
2005-06-22,9760,9880,9740,9860,7579,19650000
2005-06-23,9860,9980,9840,9960,7656,25990000
2005-06-24,9920,9920,9780,9820,7548,21780000
2005-06-27,9780,9780,9660,9770,7510,28050000
2005-06-28,9770,9810,9710,9790,7525,18530000
2005-06-29,9800,9850,9760,9800,7533,19185000
2005-06-30,9800,9960,9800,9880,7594,19835000
2005-07-01,9880,10020,9860,10020,7702,26555000
2005-07-04,10100,10180,10020,10060,7733,15655000
2005-07-05,10080,10140,10000,10040,7717,9300000
2005-07-06,10060,10140,10060,10080,7748,13455000
2005-07-07,10080,10380,10080,10320,7933,31910000
2005-07-08,10340,10440,10320,10320,7933,19665000
2005-07-11,10500,10700,10500,10660,8194,34585000
2005-07-12,10800,10960,10740,10820,8317,46835000
2005-07-13,10860,10940,10780,10940,8409,25465000
2005-07-14,10980,11020,10940,10940,8409,28885000
2005-07-15,10960,11000,10780,10840,8332,26105000
2005-07-18,10860,11040,10820,10980,8440,21220000
2005-07-19,11000,11240,10980,11220,8625,33785000
2005-07-20,11240,11340,11100,11160,8578,30025000
2005-07-21,11300,11360,11160,11260,8655,26780000
2005-07-22,11180,11200,10920,11040,8486,27575000
2005-07-25,11040,11140,11040,11100,8532,18455000
2005-07-26,11120,11160,10940,11020,8471,20630000
2005-07-27,11040,11180,10960,11020,8471,18430000
2005-07-28,11040,11320,11040,11200,8609,23655000
2005-07-29,11320,11320,11200,11300,8686,17875000
2005-08-01,11320,11380,11220,11380,8748,16470000
2005-08-02,11400,11420,11240,11360,8732,14250000
2005-08-03,11500,11540,11360,11360,8732,23635000
2005-08-04,11360,11380,11200,11320,8701,18370000
2005-08-05,11220,11220,10960,11060,8502,30100000
2005-08-08,11040,11040,10860,11020,8471,18285000
2005-08-09,11020,11060,10900,11000,8455,20325000
2005-08-10,11100,11240,11060,11100,8532,16480000
2005-08-11,11100,11400,11100,11340,8717,19885000
2005-08-12,11380,11580,11380,11560,8886,24480000
2005-08-15,11560,11560,11560,11560,8886,0
2005-08-16,11560,11640,11380,11440,8794,26040000
2005-08-17,11320,11440,11200,11440,8794,20420000
2005-08-18,11440,11460,11060,11100,8532,33515000
2005-08-19,11100,11120,10980,11060,8502,20935000
2005-08-22,11060,11400,11060,11260,8655,19550000
2005-08-23,11280,11380,11200,11240,8640,18770000
2005-08-24,11240,11260,10980,11120,8548,23985000
2005-08-25,11060,11100,10880,11040,8486,24360000
2005-08-26,11040,11120,10980,10980,8440,18915000
2005-08-29,10840,10840,10720,10800,8302,18275000
2005-08-30,10880,10960,10660,10820,8317,14915000
2005-08-31,10680,10920,10680,10880,8363,12205000
2005-09-01,10980,11040,10940,10980,8440,11970000
2005-09-02,10980,11140,10960,11080,8517,12190000
2005-09-05,11160,11260,11100,11220,8625,10920000
2005-09-06,11260,11520,11260,11380,8748,19050000
2005-09-07,11520,11640,11520,11580,8901,17565000
2005-09-08,11700,11860,11600,11740,9024,34625000
2005-09-09,11700,11820,11660,11780,9055,13105000
2005-09-12,11880,12000,11780,11780,9055,20070000
2005-09-13,11800,12200,11780,12120,9316,34885000
2005-09-14,12100,12300,12040,12260,9424,25585000
2005-09-15,12100,12380,12080,12140,9332,29035000
2005-09-16,12080,12120,11760,11860,9117,30625000
2005-09-19,11860,11860,11860,11860,9117,0
2005-09-20,12000,12060,11840,11860,9117,28045000
2005-09-21,11920,12120,11900,12020,9240,19085000
2005-09-22,11860,12000,11840,12000,9224,16000000
2005-09-23,11840,11980,11660,11700,8994,18675000
2005-09-26,11720,12000,11720,11940,9178,21895000
2005-09-27,11960,11980,11800,11860,9117,15910000
2005-09-28,11800,12000,11740,11960,9193,13505000
2005-09-29,11880,11980,11800,11860,9117,18509700
2005-09-30,11880,12000,11760,11760,9040,21192950
2005-10-03,11760,11760,11760,11760,9040,0
2005-10-04,11800,12140,11800,12060,9270,26986050
2005-10-05,12080,12280,11960,12020,9240,21874300
2005-10-06,11900,11900,11700,11740,9024,20716650
2005-10-07,11560,11760,11520,11660,8963,25602800
2005-10-10,11680,11940,11660,11860,9117,15080150
2005-10-11,11760,11980,11740,11960,9193,10695550
2005-10-12,11860,11880,11540,11560,8886,26597200
2005-10-13,11420,11480,11160,11300,8686,36035800
2005-10-14,11300,11440,11200,11300,8686,31305500
2005-10-17,11200,11380,11200,11260,8655,17525000
2005-10-18,11280,11380,11260,11320,8701,17588650
2005-10-19,11200,11220,11000,11040,8486,18547750
2005-10-20,11200,11220,11040,11120,8548,17849800
2005-10-21,11000,11320,10980,11280,8671,20033250
2005-10-24,11320,11420,11220,11320,8701,16487150
2005-10-25,11440,11560,11280,11300,8686,18269150
2005-10-26,11240,11320,11180,11260,8655,15002350
2005-10-27,11260,11360,11120,11160,8578,19331000
2005-10-28,10980,11020,10900,10920,8394,21614800
2005-10-31,10980,11100,10960,11060,8502,19203500
2005-11-01,11200,11360,11180,11300,8686,29155950
2005-11-02,11280,11600,11280,11500,8840,15716000
2005-11-03,11760,11840,11700,11740,9024,22394000
2005-11-04,11940,12000,11860,11980,9209,24807150
2005-11-07,12040,12060,11820,11960,9193,12834600
2005-11-08,12000,12060,11940,12040,9255,12065550
2005-11-09,12020,12140,11920,12000,9224,14940450
2005-11-10,12020,12140,11980,12100,9301,17080450
2005-11-11,12340,12480,12280,12360,9501,29524650
2005-11-14,12420,12580,12320,12520,9624,20931600
2005-11-15,12520,12580,12220,12400,9532,14063750
2005-11-16,12320,12600,12320,12600,9685,14038850
2005-11-17,12540,12560,12380,12480,9593,12542600
2005-11-18,12500,12600,12380,12520,9624,14163300
2005-11-21,12640,12640,12240,12360,9501,24063600
2005-11-22,12220,12240,11740,11840,9101,45564250
2005-11-23,12000,12260,11980,12140,9332,42389900
2005-11-24,12360,12360,12100,12160,9347,15155400
2005-11-25,12160,12220,11920,12000,9224,15658550
2005-11-28,12000,12060,11920,12020,9240,9434350
2005-11-29,11960,12040,11760,11880,9132,17159050
2005-11-30,11860,12080,11860,12000,9224,17308450
2005-12-01,11920,12160,11900,12100,9301,19357700
2005-12-02,12400,12460,12280,12340,9486,19342900
2005-12-05,12440,12500,12360,12460,9578,12418300
2005-12-06,12380,12620,12340,12600,9685,21114200
2005-12-07,12600,12900,12480,12780,9824,26531300
2005-12-08,12700,12800,12520,12640,9716,26904650
2005-12-09,12560,12620,12260,12420,9547,23027250
2005-12-12,12440,12560,12340,12360,9501,18588950
2005-12-13,12420,12460,12260,12400,9532,16596150
2005-12-14,12440,12540,12160,12220,9393,26300350
2005-12-15,12180,12320,12020,12180,9363,18607050
2005-12-16,12120,12120,11860,12000,9224,29408600
2005-12-19,12140,12280,12040,12180,9363,17987750
2005-12-20,12060,12280,12040,12240,9409,17198500
2005-12-21,12280,12700,12280,12560,9655,25337350
2005-12-22,12700,12940,12620,12680,9747,28095000
2005-12-23,12840,13040,12720,12900,9916,28658350
2005-12-26,13000,13260,12980,13080,10054,17830000
2005-12-27,13180,13280,12960,13220,10162,18003350
2005-12-28,13160,13260,13100,13220,10162,21403250
2005-12-29,13200,13400,13140,13160,10116,20916500
2006-01-02,13280,13360,13120,13200,10147,16985900
2006-01-03,13200,13320,13120,13280,10208,17385550
2006-01-04,13500,14000,13460,13940,10715,38604500
2006-01-05,13900,13900,13420,13580,10439,25783750
2006-01-06,13700,13760,13580,13680,10516,17394550
2006-01-09,13900,13940,13660,13740,10562,14995150
2006-01-10,13900,14020,13760,14020,10777,23642650
2006-01-11,13860,13960,13580,13680,10516,17463600
2006-01-12,13680,13840,13620,13720,10546,20117150
2006-01-13,13540,13880,13360,13840,10639,23698600
2006-01-16,14000,14140,13920,14120,10854,19141550
2006-01-17,14140,14420,13940,13940,10715,21328900
2006-01-18,13700,13780,13460,13600,10454,30346800
2006-01-19,13640,13900,13600,13800,10608,19527000
2006-01-20,14040,14160,13700,13740,10562,23040500
2006-01-23,13540,13900,13420,13700,10531,26815250
2006-01-24,13660,14000,13600,13940,10715,29027200
2006-01-25,14180,14400,14100,14220,10931,29240350
2006-01-26,14280,14360,14100,14340,11023,18556250
2006-01-27,14400,14480,14260,14400,11069,15678300
2006-01-31,14460,14820,14380,14800,11377,22323350
2006-02-01,14700,14860,14460,14580,11207,22008350
2006-02-02,14760,14780,14400,14500,11146,19091550
2006-02-03,14360,14360,14040,14080,10823,22207700
2006-02-06,14000,14120,13860,14120,10854,21292250
2006-02-07,14180,14600,14120,14120,10854,16585550
2006-02-08,14000,14180,13700,13820,10623,19114600
2006-02-09,13920,13940,13740,13860,10654,18383250
2006-02-10,13840,13920,13580,13740,10562,21849750
2006-02-13,13720,13740,13360,13500,10377,24189900
2006-02-14,13400,13540,13260,13460,10347,25982850
2006-02-15,13560,13560,13080,13080,10054,33419850
2006-02-16,13020,13140,12920,13140,10101,24749200
2006-02-17,13220,13480,13200,13460,10347,21790650
2006-02-20,13360,13680,13340,13660,10500,16332050
2006-02-21,13640,13660,13400,13460,10347,17356300
2006-02-22,13380,13580,13260,13400,10300,24953700
2006-02-23,13420,13680,13420,13620,10470,16389950
2006-02-24,13560,13640,13500,13540,10408,14116450
2006-02-27,13560,13820,13540,13820,10623,11793500
2006-02-28,13880,13960,13660,13740,10562,12647050
2006-03-02,13920,14000,13680,13860,10654,15105700
2006-03-03,13640,13680,13000,13080,10054,37932400
2006-03-06,13120,13160,12980,13160,10116,22717900
2006-03-07,13000,13040,12540,12600,9685,39482000
2006-03-08,12300,12520,12160,12460,9578,49381050
2006-03-09,12320,12580,12220,12360,9501,38599000
2006-03-10,12280,12640,12280,12440,9562,28422100
2006-03-13,12580,12640,12480,12640,9716,19012200
2006-03-14,12560,12640,12380,12480,9593,17767050
2006-03-15,12580,12740,12560,12600,9685,19438500
2006-03-16,12740,12820,12620,12640,9716,14018000
2006-03-17,12580,12800,12440,12740,9793,13567500
2006-03-20,12780,12800,12560,12780,9824,9950600
2006-03-21,12760,12800,12600,12680,9747,11453100
2006-03-22,12500,12540,12180,12280,9439,30051700
2006-03-23,12280,12380,12080,12160,9347,25534150
2006-03-24,12160,12240,12100,12180,9363,17171750
2006-03-27,12100,12580,12100,12500,9609,19508950
2006-03-28,12320,12600,12320,12560,9655,15167900
2006-03-29,12420,12520,12300,12520,9624,15189400
2006-03-30,12640,12680,12360,12460,9578,14663350
2006-03-31,12400,12600,12360,12600,9685,20635450
2006-04-03,12720,12960,12640,12880,9901,20549650
2006-04-04,12920,13120,12860,13060,10039,19369350
2006-04-05,13100,13220,12900,12980,9978,12634700
2006-04-06,13180,13320,13060,13160,10116,22420200
2006-04-07,13160,13200,12960,13080,10054,17596300
2006-04-10,12900,12980,12740,12840,9870,20369150
2006-04-11,12740,12800,12520,12700,9762,15767900
2006-04-12,12640,12660,12520,12600,9685,12271800
2006-04-13,12520,12760,12500,12740,9793,21813050
2006-04-14,12760,13280,12700,13120,10085,32653200
2006-04-17,13200,13220,12900,12980,9978,13798350
2006-04-18,12960,13200,12880,13160,10116,20338250
2006-04-19,13460,13500,13260,13300,10224,21183350
2006-04-20,13300,13440,13220,13260,10193,17605300
2006-04-21,13400,13940,13340,13800,10608,40474150
2006-04-24,13800,13800,13400,13460,10347,31490750
2006-04-25,13160,13440,13060,13200,10147,28671400
2006-04-26,13200,13360,13080,13360,10270,22000500
2006-04-27,13360,13400,13160,13280,10208,19383250
2006-04-28,13240,13240,12860,12880,9901,27901900
2006-05-02,12880,13020,12640,12980,9978,27714750
2006-05-03,12980,13120,12780,12780,9824,21147150
2006-05-04,12780,12940,12700,12920,9931,17803750
2006-05-08,13100,13240,13020,13100,10070,17595050
2006-05-09,13160,13360,13140,13220,10162,18637850
2006-05-10,13220,13300,13040,13100,10070,17858600
2006-05-11,13140,13260,13060,13260,10193,18471150
2006-05-12,13200,13200,12820,13080,10054,24975900
2006-05-15,12920,13000,12780,13000,9993,28216750
2006-05-16,12960,13000,12740,12820,9855,22209700
2006-05-17,12840,13200,12840,13100,10070,22440100
2006-05-18,12760,12880,12660,12820,9855,22060000
2006-05-19,12840,12880,12620,12760,9808,20910000
2006-05-22,12840,12880,12620,12760,9808,22223550
2006-05-23,12300,12660,12220,12600,9685,29837200
2006-05-24,12600,12680,12300,12600,9685,27036100
2006-05-25,12580,12620,12300,12300,9455,24470000
2006-05-26,12520,12640,12340,12420,9547,23180950
2006-05-29,12440,12540,12400,12440,9562,14920000
2006-05-30,12440,12480,12240,12260,9424,20915300
2006-05-31,12440,12540,12400,12440,9562,15162550
2006-06-01,12140,12320,12020,12120,9316,29650600
2006-06-02,12220,12360,12120,12280,9439,19403200
2006-06-05,12360,12380,12200,12260,9424,15993450
2006-06-07,11920,12100,11920,12000,9224,30545950
2006-06-08,11980,11980,11500,11540,8871,41207100
2006-06-09,11560,11660,11460,11500,8840,30558000
2006-06-12,11520,11520,11260,11480,8824,21498400
2006-06-13,11200,11220,10960,10980,8440,41305250
2006-06-14,10880,11220,10820,11060,8502,32644700
2006-06-15,11280,11280,11060,11100,8532,18344000
2006-06-16,11520,11540,11300,11420,8778,28129000
2006-06-19,11420,11520,11220,11300,8686,20069800
2006-06-20,11260,11320,11040,11120,8548,19583950
2006-06-21,11120,11280,11100,11140,8563,13499300
2006-06-22,11300,11440,11200,11320,8701,22982200
2006-06-23,11300,11420,11220,11360,8732,14896500
2006-06-26,11400,11700,11400,11640,8947,22351250
2006-06-27,11700,11800,11660,11660,8963,15767750
2006-06-28,11500,11600,11420,11600,8917,18377100
2006-06-29,11700,11840,11680,11800,9078,15998850
2006-06-30,12140,12180,12040,12060,9278,29176450
2006-07-03,12140,12220,12080,12100,9309,12593400
2006-07-04,12220,12240,12020,12020,9248,9270000
2006-07-05,11700,12100,11700,12060,9278,13375000
2006-07-06,11860,12000,11800,11960,9201,17500000
2006-07-07,12020,12120,12000,12020,9248,14365000
2006-07-10,11880,12140,11780,12120,9324,17315000
2006-07-11,11880,12240,11880,12160,9355,16385000
2006-07-12,12120,12240,11980,12160,9355,23300000
2006-07-13,12000,12180,11900,12000,9232,22835000
2006-07-14,11740,11820,11640,11680,8986,24250000
2006-07-18,11520,11680,11520,11640,8955,14245000
2006-07-19,11600,11760,11600,11600,8924,11125000
2006-07-20,11880,11960,11800,11960,9201,21960000
2006-07-21,11820,11940,11800,11880,9140,8896300
2006-07-24,11740,11880,11660,11800,9078,14934950
2006-07-25,11920,12040,11880,11960,9201,15877650
2006-07-26,11960,12080,11920,11980,9217,7650000
2006-07-27,11980,12100,11880,12080,9294,14995000
2006-07-28,12000,12080,11940,12020,9248,9564450
2006-07-31,12200,12280,12160,12160,9355,23415250
2006-08-01,12180,12300,12100,12100,9309,13372450
2006-08-02,12060,12280,12040,12160,9355,10944800
2006-08-03,12360,12380,12200,12200,9386,12565450
2006-08-04,12240,12340,12240,12300,9463,8121450
2006-08-07,12380,12380,12080,12120,9324,15051350
2006-08-08,12100,12340,12100,12300,9463,13598300
2006-08-09,12300,12460,12180,12320,9478,15112800
2006-08-10,12320,12400,12180,12240,9417,15694950
2006-08-11,12340,12440,12140,12140,9340,16574950
2006-08-14,12200,12220,12000,12100,9309,17105950
2006-08-16,12360,12440,12280,12360,9509,19587150
2006-08-17,12600,12940,12580,12880,9909,38826150
2006-08-18,13000,13300,12940,13120,10094,37509050
2006-08-21,13200,13360,13100,13140,10109,17145000
2006-08-22,12960,13160,12960,13160,10125,19445000
2006-08-23,13080,13160,12880,12920,9940,14711500
2006-08-24,12780,12820,12620,12720,9786,17782500
2006-08-25,12840,13020,12780,12920,9940,15981600
2006-08-28,13000,13040,12860,12860,9894,10722200
2006-08-29,13040,13220,13000,13180,10140,15312250
2006-08-30,13200,13220,12980,13100,10078,13979500
2006-08-31,13080,13240,13000,13000,10002,20178950
2006-09-01,13040,13140,12980,13060,10048,8951400
2006-09-04,13240,13240,13100,13160,10125,8986350
2006-09-05,13120,13200,13040,13160,10125,7216450
2006-09-06,13160,13160,13020,13080,10063,7866200
2006-09-07,12920,13020,12860,12980,9986,10126650
2006-09-08,12880,13000,12880,12940,9955,7533050
2006-09-11,12940,12980,12660,12720,9786,18312850
2006-09-12,12760,12840,12580,12640,9725,17687250
2006-09-13,12800,12900,12740,12840,9878,24360250
2006-09-14,12840,13100,12820,13100,10078,31021950
2006-09-15,13060,13160,13020,13120,10094,11988600
2006-09-18,13140,13580,13140,13460,10355,26352850
2006-09-19,13460,13560,13420,13440,10340,12795650
2006-09-20,13260,13380,13180,13340,10263,14816350
2006-09-21,13480,13540,13280,13300,10232,13060450
2006-09-22,13160,13220,13040,13080,10063,11768200
2006-09-25,13000,13160,12960,13060,10048,12493150
2006-09-26,13080,13160,12920,13020,10017,12855500
2006-09-27,13100,13260,13100,13260,10202,15073400
2006-09-28,13240,13440,13200,13360,10279,17199900
2006-09-29,13380,13440,13220,13280,10217,10884050
2006-10-02,13180,13380,13180,13300,10232,13336800
2006-10-04,13180,13200,12940,12960,9971,19646300
2006-10-09,13040,13140,12500,12700,9771,28756900
2006-10-10,12840,13000,12800,12840,9878,9863750
2006-10-11,12700,12880,12660,12820,9863,10532750
2006-10-12,12720,12900,12680,12780,9832,17850550
2006-10-13,12900,12960,12840,12880,9909,13492650
2006-10-16,13040,13160,12920,13000,10002,16781050
2006-10-17,13000,13020,12840,12940,9955,9174650
2006-10-18,12820,12880,12720,12840,9878,16155300
2006-10-19,12900,12960,12640,12720,9786,16716600
2006-10-20,12700,12760,12580,12640,9725,23209700
2006-10-23,12620,12620,12400,12500,9617,21650650
2006-10-24,12600,12660,12460,12540,9648,18173600
2006-10-25,12480,12620,12420,12500,9617,17740950
2006-10-26,12540,12680,12500,12580,9678,16658100
2006-10-27,12580,12580,12320,12400,9540,22082550
2006-10-30,12340,12380,12140,12180,9371,20122000
2006-10-31,12140,12320,12060,12220,9401,24140400
2006-11-01,12360,12400,12260,12300,9463,13952400
2006-11-02,12280,12380,12220,12280,9448,13024450
2006-11-03,12340,12400,12180,12220,9401,14012550
2006-11-06,12180,12200,11980,12100,9309,17439800
2006-11-07,12300,12300,12100,12180,9371,17791800
2006-11-08,12300,12420,12300,12300,9463,13618400
2006-11-09,12400,12620,12360,12620,9709,28261650
2006-11-10,12560,12640,12520,12580,9678,13480750
2006-11-13,12720,12800,12660,12800,9848,16464950
2006-11-14,12960,13000,12880,12940,9955,18685300
2006-11-15,13100,13240,13060,13240,10186,29861150
2006-11-16,13520,13520,13140,13140,10109,19037300
2006-11-17,13160,13160,13060,13140,10109,9296700
2006-11-20,13120,13120,12940,13040,10032,14429300
2006-11-21,13060,13120,12960,13000,10002,10533050
2006-11-22,12940,13200,12940,13200,10155,12154500
2006-11-23,13260,13300,13020,13080,10063,12492450
2006-11-24,13080,13120,12920,13040,10032,9120950
2006-11-27,12940,13000,12780,12840,9878,16110750
2006-11-28,12620,12740,12600,12660,9740,15936500
2006-11-29,12560,12740,12560,12620,9709,16956850
2006-11-30,12720,12880,12700,12800,9848,15937700
2006-12-01,12800,12900,12780,12800,9848,8220950
2006-12-04,12860,12920,12740,12820,9863,9770000
2006-12-05,12960,13020,12760,12760,9817,17541350
2006-12-06,12760,12800,12580,12700,9771,13141050
2006-12-07,12580,12700,12500,12520,9632,14568100
2006-12-08,12340,12360,12160,12240,9417,25506450
2006-12-11,12200,12240,12040,12080,9294,22559950
2006-12-12,12120,12200,11980,12000,9232,16336200
2006-12-13,12000,12180,12000,12100,9309,17044900
2006-12-14,12060,12280,12000,12260,9432,43086900
2006-12-15,12280,12300,12140,12180,9371,22955950
2006-12-18,12200,12300,12160,12200,9386,20216550
2006-12-19,12200,12280,12160,12180,9371,14096450
2006-12-20,12180,12400,12180,12340,9494,20860850
2006-12-21,12380,12400,12260,12340,9494,16119000
2006-12-22,12240,12280,12160,12220,9401,17192100
2006-12-26,12180,12220,12040,12140,9340,15325400
2006-12-27,12220,12280,12080,12280,9526,9427500
2006-12-28,12320,12380,12200,12260,9511,10913300
2007-01-02,12400,12540,12320,12520,9712,17607300
2007-01-03,12540,12560,12220,12280,9526,19676500
2007-01-04,12220,12240,12060,12120,9402,18258900
2007-01-05,12160,12180,11900,11900,9231,28400400
2007-01-08,11840,11880,11580,11680,9061,33081550
2007-01-09,11740,11880,11640,11720,9092,20109850
2007-01-10,11640,11680,11500,11560,8967,25756300
2007-01-11,11580,11760,11560,11660,9045,29839350
2007-01-12,11800,12120,11700,12120,9402,40346050
2007-01-15,12240,12300,12140,12240,9495,33675300
2007-01-16,12300,12300,12220,12260,9511,15522550
2007-01-17,12200,12200,11940,12040,9340,23396700
2007-01-18,11980,11980,11780,11880,9216,21762950
2007-01-19,11760,11760,11580,11700,9076,32068050
2007-01-22,11700,11860,11660,11820,9169,21204000
2007-01-23,11820,12000,11760,11880,9216,21732900
2007-01-24,12000,12080,11980,12040,9340,14238300
2007-01-25,12120,12160,12040,12060,9355,11798550
2007-01-26,12000,12000,11740,11760,9123,37403750
2007-01-29,11800,11820,11540,11560,8967,28106550
2007-01-30,11640,11720,11500,11700,9076,18857050
2007-01-31,11700,11700,11500,11600,8999,18468100
2007-02-01,11520,11680,11520,11580,8983,20379600
2007-02-02,11660,11820,11600,11760,9123,25061700
2007-02-05,11780,11800,11660,11720,9092,24227700
2007-02-06,11700,11760,11660,11740,9107,14804600
2007-02-07,11760,11780,11600,11720,9092,19521900
2007-02-08,11760,11800,11600,11660,9045,25787500
2007-02-09,11580,11720,11580,11660,9045,15724250
2007-02-12,11600,11600,11380,11440,8874,43866750
2007-02-13,11380,11420,11200,11240,8719,38350000
2007-02-14,11340,11460,11340,11340,8797,31505450
2007-02-15,11620,11640,11380,11500,8921,31469800
2007-02-16,11560,11840,11480,11840,9185,41500100
2007-02-20,11900,12040,11760,12000,9309,23313850
2007-02-21,12040,12240,12000,12120,9402,27616450
2007-02-22,12120,12240,12040,12040,9340,18015000
2007-02-23,12060,12080,11800,11840,9185,25999600
2007-02-26,11740,11780,11580,11660,9045,29442950
2007-02-27,11720,11720,11500,11620,9014,22474550
2007-02-28,11160,11400,11160,11400,8843,45093800
2007-03-01,11340,11340,11340,11340,8797,0
2007-03-05,11240,11440,11220,11300,8766,27584250
2007-03-06,11300,11580,11300,11420,8859,27781400
2007-03-07,11500,11520,11300,11400,8843,26039150
2007-03-08,11400,11640,11340,11540,8952,29056100
