date,open,high,low,close,adjc,volume
2011-03-07,18860,18860,18120,18120,14745,31883600
2011-03-08,18220,18240,17880,17980,14631,24905400
2011-03-09,18120,18160,17640,17800,14485,26296300
2011-03-10,17580,17680,17320,17320,14094,41630200
2011-03-11,17220,17520,17200,17240,14029,26884000
2011-03-14,17600,18020,17060,18000,14647,33325000
2011-03-15,18020,18040,17120,17200,13996,36313200
2011-03-16,17700,17900,17440,17720,14419,39939050
2011-03-17,17560,17800,17360,17800,14485,22505200
2011-03-18,17840,17900,17660,17820,14501,19166050
2011-03-21,17820,17980,17680,17800,14485,14473500
2011-03-22,17840,17940,17400,17500,14240,21810300
2011-03-23,17600,17600,17180,17460,14208,25229000
2011-03-24,17600,17760,17480,17600,14322,15392550
2011-03-25,17840,18200,17800,18200,14810,31078100
2011-03-28,18300,18440,18180,18320,14908,15890200
2011-03-29,18140,18320,18000,18320,14908,17204100
2011-03-30,18320,18580,18320,18520,15070,20685150
2011-03-31,18720,18720,18420,18640,15168,26376550
2011-04-01,18720,18800,18540,18800,15298,22471700
2011-04-04,18800,18900,18780,18900,15380,16716750
2011-04-05,18960,18960,18700,18900,15380,11922000
2011-04-06,18800,18840,18300,18460,15022,27471850
2011-04-07,18500,18700,18100,18180,14794,21781250
2011-04-08,18220,18280,17900,17960,14615,25983450
2011-04-11,17960,18140,17760,17880,14550,20582800
2011-04-12,17720,17800,17640,17640,14354,15766950
2011-04-13,17740,18020,17600,18020,14664,16627750
2011-04-14,18000,18000,17680,18000,14647,25265700
2011-04-15,17960,17980,17640,17760,14452,22274750
2011-04-18,17820,17840,17320,17340,14110,27418700
2011-04-19,17060,17500,17060,17500,14240,23078650
2011-04-20,17780,18320,17720,18320,14908,32044250
2011-04-21,18600,18740,18360,18560,15103,27071850
2011-04-22,18480,18540,18040,18080,14712,18825450
2011-04-25,18020,18220,17780,17780,14468,14338950
2011-04-26,17980,17980,17600,17940,14598,19174650
2011-04-27,18340,18540,18220,18480,15038,26379400
2011-04-28,18480,18540,17980,18000,14647,20803400
2011-04-29,18020,18160,17600,17860,14533,21415000
2011-05-02,18200,18740,18080,18640,15168,32544850
2011-05-03,18720,18800,18440,18760,15266,25366500
2011-05-04,18600,18680,18000,18300,14891,25769850
2011-05-06,17980,18280,17900,17980,14631,23637450
2011-05-09,18160,18220,17820,17820,14501,13543350
2011-05-11,17780,17900,17640,17840,14517,22363750
2011-05-12,17720,18020,17660,17700,14403,27616100
2011-05-13,17920,18480,17800,18320,14908,33438000
2011-05-16,18340,18380,17960,18020,14664,16123700
2011-05-17,17940,17960,17780,17800,14485,11549950
2011-05-18,17860,17980,17720,17860,14533,16579300
2011-05-19,17820,17960,17600,17600,14322,19345200
2011-05-20,17700,17740,17600,17640,14354,11069950
2011-05-23,17540,17700,17440,17460,14208,14056000
2011-05-24,17440,17680,17300,17300,14078,14488500
2011-05-25,17580,17580,17060,17120,13931,16018050
2011-05-26,17360,17600,17300,17580,14305,13968500
2011-05-27,17480,17980,17340,17820,14501,21477600
2011-05-30,17900,17900,17520,17680,14387,10293600
2011-05-31,17800,18280,17720,18040,14680,23887550
2011-06-01,18040,18240,17900,18220,14826,15678500
2011-06-02,17880,17940,17600,17660,14371,16582950
2011-06-03,17800,17800,17540,17700,14403,10067100
2011-06-07,17520,17780,17380,17740,14436,15110100
2011-06-08,17700,17800,17500,17540,14273,12938850
2011-06-09,17540,17580,17300,17300,14078,21511200
2011-06-10,17400,17480,17020,17020,13850,19586600
2011-06-13,16880,17060,16760,17060,13882,15062450
2011-06-14,17020,17460,16960,17260,14045,10642700
2011-06-15,17320,17380,17020,17300,14078,13283100
2011-06-16,17060,17160,16880,16960,13801,11940550
2011-06-17,17020,17040,16060,16380,13329,36058100
2011-06-20,16260,16280,15900,16000,13020,23580500
2011-06-21,16000,16400,15960,16280,13248,18844400
2011-06-22,16480,16660,16440,16520,13443,16530400
2011-06-23,16500,16780,16400,16620,13524,13858400
2011-06-24,16420,17080,16420,17040,13866,23453150
2011-06-27,16940,16940,16560,16700,13589,15207250
2011-06-28,16800,17060,16620,16640,13541,11950100
2011-06-29,16960,16980,16640,16660,13565,10348200
2011-06-30,16660,16700,16420,16520,13451,16408950
2011-07-01,16860,17200,16760,17100,13923,22133050
2011-07-04,17400,17660,17380,17560,14298,21439450
2011-07-05,17600,17980,17560,17980,14640,21107200
2011-07-06,17860,17960,17740,17960,14623,11215100
2011-07-07,17960,17960,17580,17600,14330,17861200
2011-07-08,17600,17760,17460,17700,14412,12070450
2011-07-11,17600,17600,17240,17300,14086,15974500
2011-07-12,17200,17220,16920,17000,13842,12397200
2011-07-13,16960,17100,16720,16860,13728,16430600
2011-07-14,16700,16700,16460,16620,13532,20363350
2011-07-15,16600,16800,16420,16640,13549,13621800
2011-07-18,16560,16600,16220,16260,13239,18189050
2011-07-19,16120,16540,16120,16440,13386,14537100
2011-07-20,16800,17080,16780,17020,13858,21079150
2011-07-21,16920,17020,16640,16840,13712,10343550
2011-07-22,17000,17120,16840,17000,13842,12179600
2011-07-25,17000,17000,16680,16940,13793,9496800
2011-07-26,16860,17020,16800,17000,13842,11259900
2011-07-27,16960,16960,16720,16900,13760,10079450
2011-07-28,16560,16800,16520,16740,13630,13623150
2011-07-29,16920,17040,16740,16880,13744,15089150
2011-08-01,17100,17500,17100,17400,14168,19432400
2011-08-02,17060,17180,17000,17040,13874,13486550
2011-08-03,16800,16880,16480,16660,13565,20417200
2011-08-04,16780,16780,16300,16420,13370,17307750
2011-08-05,15840,16100,15780,15780,12848,30392500
2011-08-08,15400,15780,15200,15200,12376,30296350
2011-08-09,15000,15060,13920,14480,11790,49299200
2011-08-10,15200,15200,14400,14400,11725,49244500
2011-08-11,13760,14500,13760,14160,11529,39580150
2011-08-12,14420,14440,14000,14140,11513,33844600
2011-08-16,14700,15000,14520,15000,12213,30042550
2011-08-17,15020,15200,14820,15040,12246,14649850
2011-08-18,14960,14980,14060,14180,11546,35336000
2011-08-19,13760,13940,13440,13600,11073,28970600
2011-08-22,13680,14040,13660,13820,11252,20900650
2011-08-23,14000,14700,13980,14460,11774,24617300
2011-08-24,14480,14700,14000,14160,11529,18508650
2011-08-25,14740,14760,14420,14500,11806,19039800
2011-08-26,14340,14680,14340,14520,11822,10612300
2011-08-29,14840,14840,14480,14660,11936,13001850
2011-08-30,14820,14960,14720,14840,12083,12629600
2011-08-31,14940,14940,14620,14880,12116,14495500
2011-09-01,15180,15760,14880,15420,12555,35833750
2011-09-02,15300,15620,15260,15380,12523,12915400
2011-09-05,15100,15120,14600,14620,11904,13853900
2011-09-06,14520,14720,14200,14540,11839,13213350
2011-09-07,14660,15560,14660,15460,12588,17512500
2011-09-08,15600,16040,15560,15960,12995,28730500
2011-09-09,15700,16240,15540,15600,12702,18082650
2011-09-14,15600,15620,14820,15060,12262,27540950
2011-09-15,15680,15680,15300,15420,12555,21318350
2011-09-16,15880,16220,15840,15960,12995,23811100
2011-09-19,16000,16280,15760,16160,13158,12327650
2011-09-20,16220,16360,15920,16220,13207,13997500
2011-09-21,16380,16560,16020,16260,13239,17063100
2011-09-22,15920,16000,15560,15800,12865,15331100
2011-09-23,15280,15600,15020,15160,12344,21822900
2011-09-26,15200,15740,15180,15500,12620,24018800
2011-09-27,16100,16100,15820,16080,13093,16526300
2011-09-28,16480,16500,15820,16140,13142,24316950
2011-09-29,16080,16960,16080,16740,13630,27675450
2011-09-30,16600,16800,16220,16800,13679,25780600
2011-10-04,16100,16640,15920,16560,13484,32895000
2011-10-05,16480,17000,16340,16840,13712,32102800
2011-10-06,17480,17580,16840,17100,13923,29969000
2011-10-07,17300,17620,17000,17200,14005,26509200
2011-10-10,17560,17700,17440,17480,14233,17246250
2011-10-11,17700,17700,17380,17620,14347,22915500
2011-10-12,17440,17980,17400,17960,14623,21528500
2011-10-13,17960,17980,17620,17800,14493,16266150
2011-10-14,17420,17880,17420,17720,14428,10850500
2011-10-17,17800,17900,17620,17800,14493,10675550
2011-10-18,17500,17860,17420,17660,14379,13844300
2011-10-19,17700,17720,17400,17720,14428,10704100
2011-10-20,17720,18400,17660,18140,14770,28436600
2011-10-21,18400,18500,18140,18340,14933,23307000
2011-10-24,18260,18860,18220,18820,15324,18769250
2011-10-25,18720,19020,18700,18900,15389,18208000
2011-10-26,18660,18920,18540,18680,15210,12504750
2011-10-27,18580,18780,18380,18480,15047,17443050
2011-10-28,18560,18920,18540,18900,15389,26884350
2011-10-31,18820,19400,18660,19360,15763,23792400
2011-11-01,19360,19980,19240,19800,16122,30983650
2011-11-02,19400,19560,19320,19420,15812,28454600
2011-11-03,19240,19420,19160,19340,15747,16408700
2011-11-04,19660,20100,19640,20100,16366,26704800
2011-11-07,19920,20000,19720,19860,16171,14018050
2011-11-08,19720,19800,19300,19400,15796,17069900
2011-11-09,19400,19760,19320,19700,16040,19304250
2011-11-10,19340,19460,18700,18700,15226,31006050
2011-11-11,18900,19680,18600,19660,16008,24246750
2011-11-14,19760,20040,19740,19920,16219,14136050
2011-11-15,19720,20000,19600,19920,16219,11737100
2011-11-16,19900,20060,19460,19500,15877,16934350
2011-11-17,19640,19840,19220,19600,15959,12943350
2011-11-18,19420,19540,19240,19260,15682,16310300
2011-11-21,19020,19200,18840,19000,15470,12791900
2011-11-22,19000,19420,18860,19260,15682,12040600
2011-11-23,18960,19200,18700,18700,15226,15335700
2011-11-24,18440,19060,18420,18860,15356,13680750
2011-11-25,18580,19060,18580,18940,15421,11689400
2011-11-28,19180,19640,19160,19560,15926,15724000
2011-11-29,19800,20100,19720,20100,16366,27588450
2011-11-30,20000,20200,19920,20080,16350,19579400
2011-12-01,20700,21600,20580,21480,17490,34717150
2011-12-02,21220,21420,20800,21000,17099,21917950
2011-12-05,21380,21460,21160,21320,17359,14848100
2011-12-06,21140,21400,20820,20880,17001,14528550
2011-12-07,21000,21360,20820,21120,17197,19746900
2011-12-08,21140,21660,20920,21280,17327,25893000
2011-12-09,20980,21480,20740,21060,17148,13804200
2011-12-12,21260,21680,21200,21680,17653,12163550
2011-12-13,21480,21500,21000,21000,17099,13210000
2011-12-14,20680,20900,20500,20800,16936,21064350
2011-12-15,20580,20720,20300,20300,16529,16963000
2011-12-16,20420,20900,20400,20900,17017,12263200
2011-12-19,20900,20900,19680,20140,16399,20485300
2011-12-20,20160,20580,20140,20240,16480,13750300
2011-12-21,20700,21140,20620,21140,17213,20402950
2011-12-22,20900,21060,20820,21040,17131,10634550
2011-12-23,21120,21480,21120,21360,17392,12299050
2011-12-26,21340,21500,21320,21320,17359,6216250
2011-12-27,21360,21600,21060,21460,17473,11133650
2011-12-28,21460,21460,21200,21220,17359,11023850
2011-12-29,21240,21540,21140,21160,17310,10923900
2012-01-02,21400,21600,21300,21600,17670,13151350
2012-01-03,21860,22100,21840,22100,18079,16927750
2012-01-04,22100,22200,21500,21600,17670,17103700
2012-01-05,21460,21580,21100,21100,17261,17298400
2012-01-06,21120,21320,20600,20800,17015,18816250
2012-01-09,20800,20820,20300,20320,16623,19283000
2012-01-10,20420,20720,20420,20520,16786,20414800
2012-01-11,20340,20480,20280,20420,16704,19110150
2012-01-12,20320,20580,20220,20560,16819,18511000
2012-01-13,20560,21000,20520,20920,17113,14630750
2012-01-16,20800,20800,20400,20600,16852,11614950
2012-01-17,20820,20960,20480,20720,16950,17084400
2012-01-18,21020,21040,20440,20600,16852,15359650
2012-01-19,20760,21440,20740,21440,17539,22385800
2012-01-20,21800,22100,21520,22100,18079,25550800
2012-01-25,21840,22500,21840,22280,18226,22751300
2012-01-26,22320,22420,21880,22260,18210,17655150
2012-01-27,22400,22500,22220,22500,18406,12741200
2012-01-30,22580,22600,22180,22300,18242,16354450
2012-01-31,22100,22400,21780,22140,18111,21731350
2012-02-01,22140,22140,21560,21580,17653,22849650
2012-02-02,21720,22080,21360,21600,17670,22402650
2012-02-03,21420,21680,21120,21320,17441,17801400
2012-02-06,21680,21820,21320,21480,17572,15837500
2012-02-07,21540,21920,21460,21860,17882,11921950
2012-02-08,21980,22000,21680,21840,17866,11809400
2012-02-09,21740,21800,21200,21680,17735,24005850
2012-02-10,21680,21680,21220,21240,17375,18579100
2012-02-13,21380,21780,21340,21660,17719,16017250
2012-02-14,21680,21780,21480,21600,17670,12317400
2012-02-15,21960,22760,21840,22700,18570,28522350
2012-02-16,22600,22800,22420,22700,18570,15411800
2012-02-17,23180,23600,23120,23520,19240,17308450
2012-02-20,23560,23880,23320,23500,19224,14814150
2012-02-21,23500,23960,23300,23600,19306,10808250
2012-02-22,23640,24000,23440,23940,19584,11779250
2012-02-23,23460,23580,23020,23200,18979,23259200
2012-02-24,23060,23720,23060,23600,19306,14240300
2012-02-27,23480,23600,23180,23420,19159,8273300
2012-02-28,23920,24000,23620,23700,19388,16648100
2012-02-29,23820,24180,23820,24120,19731,17278300
2012-03-02,24300,24340,23580,23640,19339,18023700
2012-03-05,23800,23820,23320,23480,19208,11175250
2012-03-06,23580,23860,23340,23600,19306,10572850
2012-03-07,23500,23660,23300,23440,19175,11521550
2012-03-08,23600,23720,23300,23600,19306,20270400
2012-03-09,23820,24620,23760,24600,20124,18228800
2012-03-12,24480,24520,24200,24200,19797,11826950
2012-03-13,24000,24580,24000,24420,19977,11985550
2012-03-14,24600,25100,24600,25000,20451,18279650
2012-03-15,25020,25200,24840,25000,20451,14038800
2012-03-16,25200,25340,24760,24760,20255,18070200
2012-03-19,24700,25360,24680,25200,20615,11881850
2012-03-20,25340,25540,25200,25340,20729,11935500
2012-03-21,25200,25200,24840,24840,20320,12913550
2012-03-22,24700,25260,24700,25160,20582,12675450
2012-03-23,24860,25480,24860,25220,20631,10818600
2012-03-26,25360,25500,25220,25500,20860,9237800
2012-03-27,25700,26220,25520,26220,21449,14186350
2012-03-28,26000,26160,25900,26040,21302,9914550
2012-03-29,25980,25980,25600,25600,20942,11670000
2012-03-30,25400,25600,25140,25500,20860,15281700
2012-04-02,25500,25980,25220,25980,21253,12582950
2012-04-03,26400,26780,26040,26700,21842,16507900
2012-04-04,26620,27020,26300,26400,21596,14599350
2012-04-05,26040,26700,25940,26600,21760,12921350
2012-04-06,26540,26680,26260,26640,21793,10289650
2012-04-09,26400,26600,26120,26340,21547,8572600
2012-04-10,26280,26400,26140,26220,21449,11176100
2012-04-12,25660,25980,25360,25460,20827,25240650
2012-04-13,25300,25540,25200,25360,20746,35409200
2012-04-16,25460,25520,25000,25180,20598,15222400
2012-04-17,25020,25280,24820,24980,20435,14552300
2012-04-18,25540,26040,25380,25860,21155,17253750
2012-04-19,25840,26140,25780,26140,21384,13156400
2012-04-20,25880,25940,25560,25640,20975,9900550
2012-04-23,25380,25600,25240,25580,20926,8388400
2012-04-24,25300,25720,25240,25660,20991,13238350
2012-04-25,26080,26300,25860,26100,21351,13821600
